model;year;price;transmission;mileage;fuelType;tax;mpg;engineSize;brand
 Focus;2017;11999;Manual;28036;Diesel;145;74.3;1.5;ford
 Fiesta;2018;14998;Manual;19772;Petrol;145;62.8;1.0;ford
 Focus;2019;17000;Manual;8288;Petrol;145;60.1;1.0;ford
 S-MAX;2017;15990;Manual;28115;Diesel;145;56.5;2.0;ford
 Kuga;2018;16200;Manual;15408;Diesel;150;60.1;2.0;ford
 C-MAX;2017;9295;Manual;32133;Diesel;20;68.9;1.5;ford
 Fiesta;2018;9890;Manual;16390;Petrol;145;64.2;1.1;ford
 Mondeo;2005;1295;Manual;103000;Diesel;185;48.7;2.0;ford
 Focus;2017;11000;Manual;34495;Diesel;145;74.3;1.5;ford
 Fiesta;2018;15900;Manual;7722;Petrol;145;40.3;1.5;ford
 Fiesta;2014;6497;Manual;52293;Diesel;0;78.5;1.6;ford
 Grand C-MAX;2018;12999;Automatic;18961;Diesel;145;58.9;1.5;ford
 Mondeo;2016;11501;Manual;48401;Diesel;30;64.2;2.0;ford
 Fiesta;2015;5699;Manual;50577;Petrol;125;54.3;1.2;ford
 Focus;2012;4499;Manual;72279;Petrol;145;47.9;1.6;ford
 Galaxy;2018;20998;Manual;15584;Petrol;145;43.5;1.5;ford
 Fiesta;2017;7800;Manual;15800;Petrol;145;54.3;1.2;ford
 Focus;2017;11900;Semi-Auto;18396;Petrol;125;51.4;1.0;ford
 Fiesta;2019;14799;Manual;9817;Petrol;145;60.1;1.0;ford
 Fiesta;2019;12610;Manual;13589;Petrol;145;56.5;1.0;ford
 Fiesta;2018;12500;Manual;4583;Petrol;150;65.7;1.0;ford
 KA;2010;2999;Manual;38000;Petrol;30;55.4;1.2;ford
 Fiesta;2016;6298;Manual;69801;Diesel;0;88.3;1.5;ford
 Focus;2019;17295;Automatic;3366;Diesel;145;53.3;1.5;ford
 Fiesta;2017;10999;Manual;16300;Petrol;150;65.7;1.0;ford
 Kuga;2019;22492;Automatic;6800;Diesel;145;47.9;2.0;ford
 Fiesta;2014;7446;Manual;26513;Petrol;0;65.7;1.0;ford
 B-MAX;2016;6691;Manual;36091;Petrol;30;57.7;1.0;ford
 Focus;2017;11999;Manual;11741;Petrol;145;60.1;1.0;ford
 Fiesta;2017;8995;Manual;22000;Petrol;145;47.9;1.6;ford
 Fiesta;2015;8500;Semi-Auto;25047;Petrol;0;57.7;1.0;ford
 KA;2018;8700;Manual;6878;Petrol;145;57.7;1.2;ford
 Mondeo;2016;17500;Manual;12450;Diesel;30;62.8;2.0;ford
 EcoSport;2017;9991;Semi-Auto;31155;Petrol;150;44.8;1.5;ford
 Kuga;2019;17299;Manual;6379;Diesel;145;38.2;2.0;ford
 Focus;2019;16998;Manual;15608;Petrol;145;60.1;1.0;ford
 Fiesta;2017;11991;Manual;11846;Petrol;0;65.7;1.0;ford
 Fiesta;2019;16000;Manual;9893;Petrol;145;60.1;1.0;ford
 Focus;2019;17290;Manual;4987;Petrol;145;60.1;1.0;ford
 Fiesta;2019;16795;Manual;877;Petrol;145;55.4;1.0;ford
 KA;2014;4750;Manual;46416;Petrol;30;57.7;1.2;ford
 EcoSport;2019;17400;Automatic;1872;Petrol;145;44.1;1.0;ford
 Fiesta;2017;9495;Manual;31467;Petrol;0;65.7;1.0;ford
 Fiesta;2018;9899;Manual;9310;Petrol;145;65.7;1.0;ford
 Fiesta;2019;13900;Manual;11805;Petrol;150;55.4;1.0;ford
 Galaxy;2016;18498;Manual;30528;Diesel;125;56.5;2.0;ford
 EcoSport;2016;10300;Manual;19016;Petrol;125;52.3;1.0;ford
 Focus;2016;16250;Manual;13036;Petrol;200;41.5;2.0;ford
 Fiesta;2017;9530;Manual;11112;Petrol;145;65.7;1.0;ford
 Focus;2016;6891;Manual;97190;Diesel;20;70.6;2.0;ford
 Kuga;2018;16000;Manual;11089;Diesel;145;64.2;1.5;ford
 Kuga;2017;16498;Semi-Auto;10783;Diesel;145;54.3;2.0;ford
 KA;2014;3918;Manual;40150;Petrol;30;57.7;1.2;ford
 Kuga;2017;12690;Manual;43503;Diesel;145;60.1;2.0;ford
 Fiesta;2018;10234;Manual;34486;Petrol;150;65.7;1.0;ford
 Focus;2019;18898;Manual;8800;Petrol;150;51.4;1.5;ford
 C-MAX;2016;9998;Manual;26138;Diesel;20;68.9;1.5;ford
 Fiesta;2019;13140;Manual;2870;Petrol;145;48.7;1.1;ford
 Fiesta;2017;9295;Manual;22619;Petrol;145;65.7;1.0;ford
 EcoSport;2015;8298;Manual;32020;Petrol;125;53.3;1.0;ford
 Ka+;2019;9291;Manual;7117;Petrol;145;47.9;1.2;ford
 Fiesta;2014;7999;Manual;17379;Petrol;0;65.7;1.0;ford
 Kuga;2017;17498;Manual;15729;Diesel;145;54.3;2.0;ford
 Focus;2017;13495;Automatic;3000;Petrol;145;51.4;1.0;ford
 Fiesta;2017;7800;Manual;34257;Petrol;0;65.7;1.0;ford
 Ka+;2017;7995;Manual;17697;Petrol;30;57.7;1.2;ford
 EcoSport;2014;9000;Manual;10225;Petrol;125;53.3;1.0;ford
 Kuga;2018;16010;Manual;9660;Petrol;150;39.2;1.5;ford
 Fiesta;2013;6800;Manual;15974;Petrol;0;65.7;1.0;ford
 EcoSport;2017;10995;Manual;9532;Petrol;150;52.3;1.0;ford
 Focus;2019;17480;Manual;4286;Petrol;145;60.1;1.0;ford
 EcoSport;2019;16900;Manual;5044;Petrol;145;51.4;1.0;ford
 Focus;2017;12698;Automatic;6922;Petrol;150;46.3;1.5;ford
 C-MAX;2016;10750;Manual;15101;Petrol;30;55.4;1.0;ford
 Fiesta;2019;15490;Manual;5000;Petrol;145;60.1;1.0;ford
 Fiesta;2017;8791;Manual;34617;Petrol;145;64.2;1.1;ford
 C-MAX;2017;11499;Manual;24832;Petrol;145;55.4;1.0;ford
 Focus;2015;8350;Manual;46935;Petrol;20;60.1;1.0;ford
 Ka+;2016;7195;Manual;6777;Petrol;30;57.7;1.2;ford
 Tourneo Custom;2016;16998;Manual;45668;Diesel;200;44.8;2.0;ford
 Mondeo;2020;26290;Automatic;7;Hybrid;135;47.1;2.0;ford
 Kuga;2014;10899;Manual;42021;Diesel;160;47.9;2.0;ford
 C-MAX;2015;6999;Manual;48025;Petrol;30;55.4;1.0;ford
 Fiesta;2017;10291;Manual;3829;Petrol;150;65.7;1.0;ford
 Fiesta;2016;8250;Manual;18270;Petrol;125;54.3;1.2;ford
 Focus;2017;11498;Semi-Auto;23361;Petrol;145;51.4;1.0;ford
 Kuga;2017;16590;Manual;6419;Petrol;160;45.6;1.5;ford
 Fiesta;2018;11270;Manual;27401;Petrol;145;56.5;1.0;ford
 Kuga;2014;9870;Manual;39663;Diesel;145;53.3;2.0;ford
 B-MAX;2014;7000;Manual;22000;Diesel;20;68.9;1.5;ford
 Fiesta;2017;10450;Manual;15443;Petrol;150;65.7;1.0;ford
 Focus;2017;8891;Manual;38389;Petrol;145;61.4;1.0;ford
 Focus;2019;14898;Manual;10868;Petrol;145;58.9;1.0;ford
 Ka+;2019;9990;Manual;3285;Petrol;145;47.9;1.2;ford
 EcoSport;2017;9998;Manual;33278;Petrol;145;52.3;1.0;ford
 Kuga;2019;16950;Manual;11449;Diesel;150;45.6;1.5;ford
 Kuga;2019;19795;Automatic;13437;Petrol;145;31.0;1.5;ford
 Fiesta;2017;10739;Manual;16670;Petrol;145;62.8;1.0;ford
 Focus;2016;9099;Automatic;39191;Diesel;20;67.3;1.5;ford
 Tourneo Connect;2017;15998;Automatic;6051;Diesel;145;56.6;1.5;ford
 Kuga;2018;17550;Manual;16672;Diesel;145;64.2;1.5;ford
 Focus;2017;8799;Manual;52946;Petrol;145;60.1;1.0;ford
 C-MAX;2017;10500;Manual;14251;Diesel;20;68.9;1.5;ford
 Focus;2018;14749;Automatic;15452;Diesel;145;67.3;1.5;ford
 Fiesta;2016;10298;Manual;18016;Petrol;0;65.7;1.0;ford
 Focus;2016;15698;Manual;42060;Petrol;200;41.5;2.0;ford
 Focus;2017;11700;Manual;18587;Diesel;20;70.6;2.0;ford
 Galaxy;2018;18000;Semi-Auto;34715;Diesel;145;52.3;2.0;ford
 Fiesta;2019;15599;Manual;6123;Petrol;145;58.9;1.0;ford
 Fiesta;2015;8080;Manual;25897;Petrol;125;54.3;1.2;ford
 Focus;2017;10200;Manual;13219;Diesel;0;74.3;1.5;ford
 Focus;2019;25500;Manual;6338;Petrol;145;34.5;2.3;ford
 Kuga;2017;11490;Manual;26000;Diesel;145;64.2;1.5;ford
 Focus;2017;11389;Manual;36608;Diesel;145;74.3;1.5;ford
 Kuga;2014;10000;Manual;52634;Diesel;150;53.3;2.0;ford
 Focus;2017;11998;Manual;16121;Diesel;150;74.3;1.5;ford
 Fiesta;2016;7995;Manual;27267;Petrol;125;54.3;1.2;ford
 Fiesta;2018;13795;Manual;4430;Petrol;145;62.8;1.0;ford
 Focus;2015;11499;Manual;42043;Petrol;200;41.5;2.0;ford
 Fiesta;2017;9000;Manual;26136;Petrol;150;65.7;1.0;ford
 Fiesta;2017;10290;Manual;4070;Petrol;145;64.2;1.1;ford
 B-MAX;2016;7995;Manual;21299;Diesel;20;70.6;1.6;ford
 Fiesta;2016;8000;Manual;33048;Diesel;0;78.5;1.5;ford
 Focus;2020;18495;Manual;5500;Petrol;145;60.1;1.0;ford
 Focus;2018;12300;Manual;29568;Diesel;145;80.7;1.5;ford
 Fiesta;2017;8800;Manual;38317;Petrol;150;65.7;1.0;ford
 Tourneo Custom;2019;25495;Automatic;9750;Diesel;145;31.7;2.0;ford
 Focus;2015;12942;Manual;30768;Petrol;200;41.5;2.0;ford
 Focus;2017;10700;Manual;18483;Petrol;20;60.1;1.0;ford
 Kuga;2017;19995;Semi-Auto;22667;Diesel;145;54.3;2.0;ford
 Focus;2019;14495;Manual;8131;Petrol;145;58.9;1.0;ford
 Focus;2017;16000;Manual;22060;Petrol;200;41.5;2.0;ford
 Fiesta;2019;11798;Manual;4220;Petrol;150;48.7;1.1;ford
 Focus;2019;17390;Manual;3058;Petrol;145;60.1;1.0;ford
 Kuga;2018;15795;Manual;16778;Diesel;145;64.2;1.5;ford
 Kuga;2016;11490;Manual;24326;Diesel;125;60.1;2.0;ford
 Fiesta;2016;6995;Manual;32000;Petrol;20;62.8;1.0;ford
 Tourneo Custom;2018;19995;Automatic;24568;Diesel;145;31.7;2.0;ford
 Fiesta;2020;15750;Manual;52;Petrol;145;54.3;1.0;ford
 Fiesta;2013;6400;Manual;29708;Petrol;0;65.7;1.0;ford
 Focus;2018;17489;Manual;9028;Petrol;145;41.5;2.0;ford
 Fiesta;2016;9000;Manual;18903;Petrol;0;65.7;1.0;ford
 Fiesta;2017;8995;Manual;60570;Petrol;145;62.8;1.0;ford
 Fiesta;2015;6991;Manual;29012;Petrol;125;54.3;1.2;ford
 Fiesta;2014;7721;Manual;66941;Petrol;145;47.9;1.6;ford
 Focus;2018;14495;Manual;17030;Petrol;145;57.7;1.0;ford
 S-MAX;2019;21000;Manual;16461;Diesel;145;56.5;2.0;ford
 Focus;2018;13490;Manual;11710;Petrol;145;58.9;1.0;ford
 Focus;2017;8540;Manual;35210;Petrol;20;61.4;1.0;ford
 EcoSport;2018;14790;Semi-Auto;14487;Petrol;145;48.7;1.0;ford
 Fiesta;2017;12500;Manual;18458;Petrol;20;62.8;1.0;ford
 Focus;2019;17991;Manual;4976;Petrol;150;60.1;1.0;ford
 Kuga;2017;17299;Manual;12862;Diesel;145;60.1;2.0;ford
 Fiesta;2018;10095;Manual;22790;Petrol;145;58.9;1.0;ford
 Focus;2017;12495;Manual;30130;Petrol;145;50.4;1.5;ford
 Focus;2019;16500;Manual;4591;Petrol;145;58.9;1.0;ford
 Kuga;2014;9999;Manual;50999;Diesel;145;53.3;2.0;ford
 Mondeo;2017;10998;Manual;55764;Diesel;20;67.3;2.0;ford
 Kuga;2016;17790;Automatic;4618;Petrol;235;38.2;1.5;ford
 Fiesta;2016;8498;Manual;20447;Petrol;125;54.3;1.2;ford
 Focus;2017;11900;Manual;21791;Petrol;145;60.1;1.0;ford
 Focus;2017;11390;Manual;19419;Petrol;145;60.1;1.0;ford
 Focus;2018;13500;Manual;10111;Petrol;145;57.7;1.0;ford
 Focus;2018;13950;Manual;22188;Petrol;150;57.7;1.0;ford
 Fiesta;2018;10995;Manual;17135;Petrol;145;65.7;1.0;ford
 Fiesta;2013;6299;Manual;41177;Petrol;30;54.3;1.2;ford
 Kuga;2017;15591;Manual;15219;Diesel;150;54.3;2.0;ford
 Edge;2019;31499;Semi-Auto;10300;Diesel;145;37.2;2.0;ford
 EcoSport;2016;8590;Manual;23689;Diesel;30;64.2;1.5;ford
 Focus;2018;13000;Semi-Auto;4952;Petrol;145;51.4;1.0;ford
 Fiesta;2014;8195;Semi-Auto;25000;Petrol;145;47.9;1.6;ford
 Ka+;2018;7500;Manual;14446;Petrol;145;57.7;1.2;ford
 Focus;2018;13995;Manual;11612;Petrol;150;57.7;1.0;ford
 Galaxy;2019;26500;Manual;5593;Diesel;150;55.4;2.0;ford
 Kuga;2019;17799;Manual;9708;Diesel;145;54.3;1.5;ford
 Kuga;2018;14450;Manual;14671;Diesel;145;64.2;1.5;ford
 Kuga;2015;14498;Manual;27513;Diesel;145;54.3;2.0;ford
 Focus;2018;11250;Manual;19338;Petrol;145;61.4;1.0;ford
 EcoSport;2015;7590;Manual;30373;Petrol;160;44.8;1.5;ford
 S-MAX;2016;15857;Manual;29118;Diesel;125;56.5;2.0;ford
 Fiesta;2018;7999;Manual;30800;Petrol;145;64.2;1.1;ford
 Kuga;2019;18500;Manual;3801;Diesel;150;38.2;2.0;ford
 Kuga;2014;8998;Manual;71854;Diesel;145;53.3;2.0;ford
 Kuga;2016;11290;Manual;25816;Diesel;125;60.1;2.0;ford
 Mustang;2018;31498;Automatic;6250;Petrol;145;23.5;5.0;ford
 Fiesta;2020;14950;Manual;100;Petrol;145;56.5;1.0;ford
 Fiesta;2017;10998;Manual;19140;Petrol;145;62.8;1.0;ford
 Focus;2015;6991;Manual;45123;Petrol;20;60.1;1.0;ford
 Focus;2017;18500;Manual;7640;Petrol;145;41.5;2.0;ford
 Fiesta;2016;7691;Manual;29747;Petrol;125;54.3;1.2;ford
 B-MAX;2017;9030;Manual;24000;Diesel;0;74.3;1.5;ford
 KA;2013;3695;Manual;65000;Petrol;30;57.7;1.2;ford
 Fiesta;2017;10998;Manual;12273;Petrol;20;62.8;1.0;ford
 Focus;2017;10900;Manual;13338;Diesel;0;74.3;1.5;ford
 Fiesta;2017;9495;Automatic;30600;Petrol;0;57.7;1.0;ford
 Focus;2016;10000;Manual;30208;Petrol;20;60.1;1.0;ford
 Fiesta;2018;8750;Manual;24545;Petrol;145;65.7;1.0;ford
 Fiesta;2017;8300;Manual;23060;Petrol;0;65.7;1.0;ford
 Kuga;2017;14250;Manual;25561;Diesel;145;64.2;1.5;ford
 Fiesta;2017;9530;Manual;3807;Petrol;145;54.3;1.2;ford
 S-MAX;2009;5685;Manual;59496;Diesel;260;42.8;2.2;ford
 Fiesta;2018;8950;Manual;11602;Petrol;145;64.2;1.1;ford
 Fiesta;2018;13790;Automatic;9822;Petrol;145;54.3;1.0;ford
 Fiesta;2017;10498;Manual;50599;Petrol;0;65.7;1.0;ford
 Grand C-MAX;2017;9995;Manual;46391;Petrol;30;54.3;1.0;ford
 Tourneo Custom;2016;15298;Manual;62505;Diesel;200;46.3;2.0;ford
 Ka+;2017;7500;Manual;40150;Petrol;145;57.7;1.2;ford
 C-MAX;2016;8330;Manual;37172;Diesel;20;68.9;1.5;ford
 Mondeo;2016;11298;Semi-Auto;66732;Diesel;125;57.7;2.0;ford
 Fiesta;2018;10491;Semi-Auto;43019;Petrol;145;48.7;1.0;ford
 Kuga;2015;13500;Automatic;37574;Petrol;235;38.2;1.5;ford
 Focus;2018;12795;Manual;18569;Petrol;150;57.7;1.0;ford
 Fiesta;2018;10795;Manual;5247;Petrol;145;65.7;1.0;ford
 EcoSport;2017;9600;Manual;39400;Petrol;145;52.3;1.0;ford
 Focus;2017;12880;Manual;19340;Diesel;145;74.3;1.5;ford
 Fiesta;2013;5200;Manual;50501;Petrol;0;65.7;1.0;ford
 C-MAX;2016;11199;Manual;12128;Diesel;20;68.9;1.5;ford
 Fiesta;2017;10820;Manual;12480;Petrol;145;65.7;1.0;ford
 Fiesta;2018;13100;Manual;11581;Petrol;145;55.4;1.0;ford
 EcoSport;2019;17000;Manual;1743;Diesel;145;64.2;1.5;ford
 Fiesta;2016;8800;Manual;46730;Petrol;0;65.7;1.0;ford
 Fiesta;2016;7595;Manual;35240;Petrol;0;65.7;1.0;ford
 Kuga;2017;12995;Manual;6000;Diesel;150;64.2;1.5;ford
 Fiesta;2016;9995;Manual;22607;Petrol;0;65.7;1.0;ford
 Ka+;2017;6999;Manual;11504;Petrol;145;57.7;1.2;ford
 Fiesta;2018;11999;Manual;5612;Petrol;145;65.7;1.0;ford
 Focus;2016;9998;Manual;3155;Petrol;20;61.4;1.0;ford
 Fiesta;2019;14999;Manual;9101;Petrol;145;58.9;1.0;ford
 Focus;2017;10295;Manual;19000;Petrol;20;61.4;1.0;ford
 Kuga;2016;12161;Manual;37099;Diesel;125;60.1;2.0;ford
 Fiesta;2017;10195;Manual;34381;Petrol;145;65.7;1.0;ford
 Kuga;2018;16495;Manual;30004;Diesel;145;60.1;2.0;ford
 Kuga;2019;18990;Manual;11013;Diesel;145;36.7;2.0;ford
 EcoSport;2018;13790;Manual;15000;Petrol;145;54.3;1.0;ford
 EcoSport;2019;15489;Manual;5636;Diesel;145;68.9;1.5;ford
 Ka+;2019;10795;Manual;4777;Petrol;145;43.5;1.2;ford
 Mondeo;2016;12995;Automatic;42165;Hybrid;0;67.3;2.0;ford
 Focus;2016;10955;Manual;41394;Diesel;0;74.3;1.5;ford
 Mondeo;2018;12999;Manual;25659;Diesel;145;47.1;2.0;ford
 Kuga;2015;11850;Manual;30010;Diesel;150;54.3;2.0;ford
 Puma;2020;22999;Manual;1977;Petrol;150;49.6;1.0;ford
 KA;2014;4200;Manual;51028;Petrol;30;57.7;1.2;ford
 Fiesta;2018;12299;Manual;8800;Petrol;145;65.7;1.0;ford
 Ka+;2018;8421;Manual;18653;Petrol;145;54.3;1.2;ford
 Kuga;2015;14499;Manual;36523;Diesel;145;54.3;2.0;ford
 Fiesta;2017;9995;Manual;11200;Petrol;0;65.7;1.0;ford
 S-MAX;2019;24400;Manual;11704;Diesel;145;54.3;2.0;ford
 Focus;2014;5998;Manual;61889;Petrol;20;60.1;1.0;ford
 Fiesta;2017;8250;Manual;18234;Petrol;145;65.7;1.0;ford
 Kuga;2016;15991;Automatic;6446;Petrol;240;38.2;1.5;ford
 S-MAX;2017;15999;Manual;36384;Petrol;160;43.5;1.5;ford
 Focus;2016;9250;Manual;20288;Petrol;20;61.4;1.0;ford
 Kuga;2017;17995;Manual;12995;Diesel;145;60.1;2.0;ford
 B-MAX;2016;8990;Manual;23653;Diesel;20;70.6;1.6;ford
 Kuga;2017;13461;Manual;25267;Diesel;145;64.2;1.5;ford
 Fiesta;2014;7100;Manual;34000;Diesel;0;85.6;1.6;ford
 EcoSport;2019;17448;Manual;3260;Petrol;145;51.4;1.0;ford
 Galaxy;2018;17995;Semi-Auto;34880;Diesel;145;52.3;2.0;ford
 Mondeo;2009;4250;Manual;15000;Petrol;300;35.8;2.0;ford
 Kuga;2019;18199;Manual;7523;Diesel;145;45.6;1.5;ford
 Mondeo;2015;12151;Manual;28039;Diesel;30;62.8;2.0;ford
 Fiesta;2019;11700;Manual;16862;Petrol;145;60.1;1.0;ford
 Focus;2016;10991;Manual;25152;Diesel;0;74.3;1.5;ford
 Focus;2017;11300;Manual;31118;Diesel;0;74.3;1.5;ford
 Kuga;2017;15999;Automatic;9960;Petrol;235;38.2;1.5;ford
 Focus;2015;10590;Automatic;20701;Petrol;145;46.3;1.5;ford
 Fiesta;2016;7495;Manual;40161;Petrol;0;65.7;1.0;ford
 Fiesta;2018;10991;Manual;15539;Petrol;145;65.7;1.0;ford
 Fiesta;2018;11695;Manual;12874;Petrol;150;65.7;1.0;ford
 EcoSport;2016;8698;Manual;28670;Diesel;30;64.2;1.5;ford
 Focus;2017;17098;Manual;22431;Diesel;145;67.3;2.0;ford
 Fiesta;2017;9495;Manual;10386;Petrol;145;65.7;1.0;ford
 Galaxy;2017;19289;Manual;28492;Diesel;145;56.5;2.0;ford
 Ka+;2017;6995;Manual;22653;Petrol;145;57.7;1.2;ford
 Fiesta;2018;11200;Manual;12064;Petrol;145;65.7;1.0;ford
 Ka+;2017;7190;Manual;15823;Petrol;145;57.7;1.2;ford
 Fiesta;2016;7995;Manual;17021;Petrol;125;54.3;1.2;ford
 Kuga;2013;9498;Semi-Auto;64718;Diesel;205;45.6;2.0;ford
 B-MAX;2013;5473;Manual;50174;Petrol;30;55.4;1.0;ford
 Kuga;2016;15750;Automatic;35624;Petrol;235;38.2;1.5;ford
 Fiesta;2018;9991;Manual;6155;Petrol;145;55.4;1.1;ford
 Focus;2013;5470;Manual;76081;Diesel;20;67.3;1.6;ford
 Focus;2015;8500;Manual;32620;Diesel;0;74.3;1.5;ford
 Mondeo;2020;20499;Manual;12;Diesel;145;49.6;2.0;ford
 Focus;2018;12000;Manual;11285;Petrol;150;60.1;1.0;ford
 Kuga;2019;19795;Manual;12963;Diesel;145;39.2;2.0;ford
 Mondeo;2016;9998;Semi-Auto;65249;Diesel;125;57.7;2.0;ford
 Focus;2015;9000;Semi-Auto;47354;Petrol;160;44.8;1.6;ford
 Fiesta;2018;10360;Manual;22620;Petrol;145;65.7;1.0;ford
 EcoSport;2017;10250;Manual;26892;Petrol;145;52.3;1.0;ford
 Fiesta;2017;8300;Manual;27188;Petrol;0;65.7;1.0;ford
 Mondeo;2013;5990;Manual;40000;Petrol;200;42.2;1.6;ford
 Fiesta;2018;11820;Manual;6732;Petrol;145;58.9;1.0;ford
 Mondeo;2019;19500;Manual;7;Diesel;145;65.7;2.0;ford
 Focus;2017;17291;Manual;17573;Petrol;145;41.5;2.0;ford
 Focus;2009;3295;Manual;80000;Petrol;235;40.4;1.8;ford
 Fiesta;2013;7499;Manual;20163;Petrol;0;65.7;1.0;ford
 Focus;2018;12090;Automatic;12279;Petrol;145;51.4;1.0;ford
 Fiesta;2018;12499;Automatic;37127;Petrol;145;54.3;1.0;ford
 EcoSport;2015;7700;Manual;23912;Petrol;160;44.8;1.5;ford
 C-MAX;2013;5250;Manual;94825;Petrol;30;55.4;1.0;ford
 Fiesta;2019;12495;Manual;13576;Petrol;145;58.9;1.0;ford
 Galaxy;2017;18000;Semi-Auto;40838;Diesel;145;52.3;2.0;ford
 Focus;2017;11998;Manual;14032;Diesel;150;74.3;1.5;ford
 Mondeo;2016;9999;Manual;29729;Diesel;0;78.5;1.5;ford
 Fiesta;2020;25999;Manual;12;Petrol;145;40.4;1.5;ford
 Focus;2019;15340;Manual;9876;Petrol;150;60.1;1.0;ford
 Mondeo;2020;20000;Manual;7;Diesel;145;65.7;2.0;ford
 Kuga;2018;18900;Manual;9435;Diesel;145;54.3;1.5;ford
 Fiesta;2019;15399;Manual;8793;Petrol;145;58.9;1.0;ford
 Fiesta;2018;10700;Manual;12372;Diesel;145;85.6;1.5;ford
 Focus;2016;10061;Manual;25544;Diesel;0;74.3;1.5;ford
 Ka+;2017;6990;Manual;10790;Petrol;145;57.7;1.2;ford
 Kuga;2018;17700;Manual;16616;Diesel;145;60.1;2.0;ford
 Fiesta;2016;8990;Manual;12884;Petrol;125;54.3;1.2;ford
 Focus;2016;14980;Manual;30968;Diesel;20;67.3;2.0;ford
 Kuga;2014;11899;Automatic;42440;Petrol;260;36.7;1.6;ford
 Fiesta;2010;2690;Manual;109000;Diesel;0;76.3;1.6;ford
 Focus;2019;18299;Manual;4287;Diesel;145;62.8;1.5;ford
 Focus;2018;12691;Manual;21364;Petrol;150;60.1;1.0;ford
 Kuga;2014;9599;Manual;62350;Diesel;200;47.9;2.0;ford
 Fiesta;2017;8200;Manual;10396;Petrol;145;54.3;1.2;ford
 Fiesta;2014;7700;Semi-Auto;28882;Petrol;145;47.9;1.6;ford
 Kuga;2017;15500;Manual;15000;Diesel;145;60.1;2.0;ford
 Fiesta;2017;12199;Semi-Auto;7832;Petrol;0;57.7;1.0;ford
 Fiesta;2014;6500;Manual;38254;Petrol;0;65.7;1.0;ford
 Fiesta;2018;15750;Automatic;12036;Petrol;150;48.7;1.0;ford
 Focus;2019;16530;Manual;5000;Petrol;145;60.1;1.0;ford
 Focus;2018;12970;Manual;7994;Petrol;145;57.7;1.0;ford
 EcoSport;2019;14899;Manual;1866;Petrol;145;52.3;1.0;ford
 Kuga;2017;17000;Manual;19900;Petrol;145;45.6;1.5;ford
 Fiesta;2015;8920;Manual;23068;Diesel;0;78.5;1.5;ford
 Fiesta;2016;9700;Manual;16501;Petrol;20;62.8;1.0;ford
 Focus;2018;19500;Manual;6112;Petrol;145;41.5;2.0;ford
 Focus;2018;11989;Manual;9088;Petrol;145;60.1;1.0;ford
 Fiesta;2018;9999;Manual;13614;Petrol;145;64.2;1.1;ford
 EcoSport;2018;13995;Manual;17044;Petrol;145;54.3;1.0;ford
 Fiesta;2018;11690;Manual;22477;Petrol;145;58.9;1.0;ford
 EcoSport;2019;16798;Manual;1711;Petrol;145;51.4;1.0;ford
 C-MAX;2017;11998;Manual;22023;Petrol;150;55.4;1.0;ford
 Ka+;2019;11799;Manual;2032;Petrol;145;43.5;1.2;ford
 Focus;2018;13499;Manual;21898;Diesel;145;74.3;1.5;ford
 Fiesta;2018;11290;Manual;13585;Petrol;145;65.7;1.0;ford
 EcoSport;2019;17999;Manual;2000;Petrol;145;51.4;1.0;ford
 Mondeo;2016;9840;Manual;47219;Diesel;20;67.3;2.0;ford
 Mustang;2016;26475;Manual;12000;Petrol;570;20.9;5.0;ford
 Focus;2017;9700;Manual;42956;Petrol;20;60.1;1.0;ford
 Kuga;2015;12500;Manual;58150;Diesel;150;54.3;2.0;ford
 Galaxy;2016;16387;Manual;25405;Diesel;125;56.5;2.0;ford
 Focus;2018;18000;Automatic;8607;Petrol;145;47.9;1.5;ford
 Fiesta;2019;22495;Manual;8000;Petrol;145;40.3;1.5;ford
 Puma;2020;20980;Manual;2165;Petrol;145;50.4;1.0;ford
 Focus;2018;13710;Manual;25623;Petrol;145;58.9;1.0;ford
 Ka+;2019;9697;Manual;8136;Petrol;145;48.7;1.2;ford
 Focus;2017;10498;Manual;30589;Diesel;145;74.3;1.5;ford
 Fiesta;2018;9495;Manual;8563;Petrol;145;64.2;1.1;ford
 EcoSport;2017;10499;Manual;22740;Petrol;125;52.3;1.0;ford
 Mondeo;2017;8295;Manual;90190;Diesel;0;74.3;1.5;ford
 Kuga;2015;8725;Manual;73506;Diesel;125;60.1;2.0;ford
 Edge;2016;17999;Manual;21000;Diesel;165;48.7;2.0;ford
 B-MAX;2013;5995;Manual;42996;Diesel;20;70.6;1.6;ford
 Focus;2019;15410;Manual;8150;Petrol;145;60.1;1.0;ford
 S-MAX;2020;30000;Automatic;1000;Diesel;145;43.5;2.0;ford
 Kuga;2019;18000;Manual;10279;Diesel;145;38.2;2.0;ford
 EcoSport;2017;9500;Manual;28452;Petrol;145;44.8;1.5;ford
 Galaxy;2008;3995;Manual;174000;Diesel;220;44.8;1.8;ford
 Fiesta;2017;10000;Manual;12068;Petrol;145;65.7;1.0;ford
 Fiesta;2018;11800;Manual;15997;Petrol;145;65.7;1.0;ford
 Fiesta;2016;7887;Manual;24153;Petrol;0;65.7;1.0;ford
 Fiesta;2017;8491;Manual;7774;Petrol;125;54.3;1.2;ford
 EcoSport;2018;13599;Manual;19806;Petrol;150;54.3;1.0;ford
